Period,Year,Month,Item,Category,Archetype,Site,Region,Climate,Demand,Actual_Issue,Lost_Sales,Returns,Promo_Flag,Unit_Price
2024-06,2024,6,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,731,731,0,4,0,366.35
2024-07,2024,7,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,724,724,0,3,0,366.35
2024-08,2024,8,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,775,775,0,4,0,366.35
2024-09,2024,9,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,887,864,23,3,0,366.35
2024-10,2024,10,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,880,880,0,4,0,366.35
2024-11,2024,11,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,947,947,0,7,0,366.35
2024-12,2024,12,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,1048,1048,0,5,0,366.35
2025-01,2025,1,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,1098,1098,0,5,0,366.35
2025-02,2025,2,Windshield Wiper Set,Exterior,seasonal_winter,Dallas Hub,South,hot,1051,1051,0,3,0,366.35
2021-01,2021,1,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,802,802,0,11,0,40.63
2021-02,2021,2,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,824,824,0,23,0,40.63
2021-03,2021,3,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,696,696,0,21,0,40.63
2021-04,2021,4,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,533,533,0,16,0,40.63
2021-05,2021,5,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,456,445,11,8,0,40.63
2021-06,2021,6,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,336,336,0,10,0,40.63
2021-07,2021,7,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,315,315,0,8,0,40.63
2021-08,2021,8,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,329,329,0,9,0,40.63
2021-09,2021,9,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,455,455,0,6,0,40.63
2021-10,2021,10,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,551,545,6,12,0,40.63
2021-11,2021,11,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,735,727,8,8,0,40.63
2021-12,2021,12,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,745,737,8,26,0,40.63
2022-01,2022,1,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,870,870,0,17,0,40.63
2022-02,2022,2,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,827,827,0,27,0,40.63
2022-03,2022,3,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,647,647,0,17,0,40.63
2022-04,2022,4,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,601,601,0,11,0,40.63
2022-05,2022,5,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,428,419,9,9,0,40.63
2022-06,2022,6,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,321,321,0,8,0,40.63
2022-07,2022,7,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,305,305,0,3,0,40.63
2022-08,2022,8,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,345,345,0,8,0,40.63
2022-09,2022,9,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,453,453,0,9,0,40.63
2022-10,2022,10,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,558,558,0,8,0,40.63
2022-11,2022,11,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,690,669,21,17,0,40.63
2022-12,2022,12,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,859,859,0,20,0,40.63
2023-01,2023,1,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,805,805,0,22,0,40.63
2023-02,2023,2,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,802,773,29,23,0,40.63
2023-03,2023,3,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,757,757,0,14,0,40.63
2023-04,2023,4,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,545,545,0,14,0,40.63
2023-05,2023,5,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,429,429,0,8,0,40.63
2023-06,2023,6,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,352,341,11,8,0,40.63
2023-07,2023,7,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,337,337,0,5,0,40.63
2023-08,2023,8,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,332,324,8,5,0,40.63
2023-09,2023,9,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,433,433,0,13,0,40.63
2023-10,2023,10,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,523,517,6,9,0,40.63
2023-11,2023,11,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,713,713,0,15,0,40.63
2023-12,2023,12,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,875,875,0,25,0,40.63
2024-01,2024,1,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,741,741,0,14,0,40.63
2024-02,2024,2,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,889,889,0,20,0,40.63
2024-03,2024,3,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,747,747,0,13,0,40.63
2024-04,2024,4,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,528,528,0,9,0,40.63
2024-05,2024,5,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,412,412,0,7,0,40.63
2024-06,2024,6,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,342,342,0,6,0,40.63
2024-07,2024,7,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,302,302,0,4,0,40.63
2024-08,2024,8,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,359,359,0,9,0,40.63
2024-09,2024,9,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,475,475,0,10,0,40.63
2024-10,2024,10,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,558,547,11,6,0,40.63
2024-11,2024,11,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,681,681,0,9,0,40.63
2024-12,2024,12,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,807,798,9,21,0,40.63
2025-01,2025,1,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,957,932,25,26,0,40.63
2025-02,2025,2,Windshield Wiper Set,Exterior,seasonal_winter,Reno West,West,temperate,787,787,0,27,0,40.63
2021-01,2021,1,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1662,1662,0,9,0,583.36
2021-02,2021,2,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1545,1507,38,7,0,583.36
2021-03,2021,3,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1287,1287,0,6,0,583.36
2021-04,2021,4,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,894,894,0,3,0,583.36
2021-05,2021,5,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,572,572,0,4,0,583.36
2021-06,2021,6,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,298,298,0,6,0,583.36
2021-07,2021,7,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,209,209,0,1,0,583.36
2021-08,2021,8,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,297,293,4,1,0,583.36
2021-09,2021,9,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,585,585,0,3,0,583.36
2021-10,2021,10,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,792,792,0,5,0,583.36
2021-11,2021,11,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1333,1333,0,9,0,583.36
2021-12,2021,12,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1588,1588,0,12,0,583.36
2022-01,2022,1,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1612,1611,1,8,0,583.36
2022-02,2022,2,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1498,1470,28,12,0,583.36
2022-03,2022,3,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1325,1325,0,11,0,583.36
2022-04,2022,4,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,906,906,0,6,0,583.36
2022-05,2022,5,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,583,583,0,5,0,583.36
2022-06,2022,6,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,315,306,9,2,0,583.36
2022-07,2022,7,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,196,196,0,0,0,583.36
2022-08,2022,8,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,294,294,0,1,0,583.36
2022-09,2022,9,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,587,587,0,3,0,583.36
2022-10,2022,10,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,917,917,0,2,0,583.36
2022-11,2022,11,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1236,1197,39,5,0,583.36
2022-12,2022,12,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1779,1779,0,8,0,583.36
2023-01,2023,1,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1584,1584,0,9,0,583.36
2023-02,2023,2,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1448,1448,0,7,0,583.36
2023-03,2023,3,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1228,1187,41,2,0,583.36
2023-04,2023,4,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,964,947,17,10,0,583.36
2023-05,2023,5,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,533,533,0,2,0,583.36
2023-06,2023,6,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,300,300,0,1,0,583.36
2023-07,2023,7,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,226,226,0,1,0,583.36
2023-08,2023,8,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,276,275,1,4,0,583.36
2023-09,2023,9,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,581,575,6,2,0,583.36
2023-10,2023,10,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,865,865,0,4,0,583.36
2023-11,2023,11,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1395,1395,0,7,0,583.36
2023-12,2023,12,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1601,1601,0,6,0,583.36
2024-01,2024,1,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1685,1685,0,5,0,583.36
2024-02,2024,2,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1595,1595,0,8,0,583.36
2024-03,2024,3,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1313,1313,0,12,0,583.36
2024-04,2024,4,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,925,925,0,5,0,583.36
2024-05,2024,5,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,557,557,0,2,0,583.36
2024-06,2024,6,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,310,310,0,0,0,583.36
2024-07,2024,7,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,182,182,0,1,0,583.36
2024-08,2024,8,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,297,297,0,1,0,583.36
2024-09,2024,9,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,623,623,0,3,0,583.36
2024-10,2024,10,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,849,849,0,6,0,583.36
2024-11,2024,11,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1289,1289,0,5,0,583.36
2024-12,2024,12,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1464,1464,0,10,0,583.36
2025-01,2025,1,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1533,1533,0,10,0,583.36
2025-02,2025,2,Windshield Wiper Set,Exterior,seasonal_winter,Chicago North,Midwest,cold,1476,1476,0,4,0,583.36
2021-01,2021,1,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,741,727,14,6,0,309.28
2021-02,2021,2,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,767,743,24,5,0,309.28
2021-03,2021,3,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,669,651,18,4,0,309.28
2021-04,2021,4,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,685,685,0,7,0,309.28
2021-05,2021,5,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,587,587,0,7,0,309.28
2021-06,2021,6,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,566,566,0,7,0,309.28
2021-07,2021,7,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,577,577,0,5,0,309.28
2021-08,2021,8,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,564,564,0,2,0,309.28
2021-09,2021,9,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,607,607,0,4,0,309.28
2021-10,2021,10,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,653,653,0,5,0,309.28
2021-11,2021,11,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,809,809,0,7,0,309.28
2021-12,2021,12,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,780,780,0,4,0,309.28
2022-01,2022,1,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,795,795,0,5,0,309.28
2022-02,2022,2,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,785,785,0,9,0,309.28
2022-03,2022,3,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,746,746,0,12,0,309.28
2022-04,2022,4,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,671,671,0,4,0,309.28
2022-05,2022,5,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,604,604,0,6,0,309.28
2022-06,2022,6,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,558,558,0,3,0,309.28
2022-07,2022,7,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,498,498,0,2,0,309.28
2022-08,2022,8,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,551,551,0,2,0,309.28
2022-09,2022,9,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,620,620,0,7,0,309.28
2022-10,2022,10,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,693,693,0,5,0,309.28
2022-11,2022,11,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,740,740,0,6,0,309.28
2022-12,2022,12,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,882,882,0,10,0,309.28
2023-01,2023,1,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,722,701,21,6,0,309.28
2023-02,2023,2,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,781,781,0,0,0,309.28
2023-03,2023,3,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,781,778,3,7,0,309.28
2023-04,2023,4,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,680,660,20,2,0,309.28
2023-05,2023,5,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,613,596,17,4,0,309.28
2023-06,2023,6,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,561,561,0,6,0,309.28
2023-07,2023,7,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,613,613,0,7,0,309.28
2023-08,2023,8,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,530,530,0,4,0,309.28
2023-09,2023,9,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,593,593,0,5,0,309.28
2023-10,2023,10,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,665,647,18,7,0,309.28
2023-11,2023,11,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,759,759,0,5,0,309.28
2023-12,2023,12,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,767,767,0,6,0,309.28
2024-01,2024,1,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,804,804,0,4,0,309.28
2024-02,2024,2,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,813,813,0,4,0,309.28
2024-03,2024,3,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,780,780,0,4,0,309.28
2024-04,2024,4,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,688,688,0,5,0,309.28
2024-05,2024,5,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,634,634,0,2,0,309.28
2024-06,2024,6,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,587,587,0,6,0,309.28
2024-07,2024,7,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,516,516,0,3,0,309.28
2024-08,2024,8,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,550,543,7,6,0,309.28
2024-09,2024,9,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,626,626,0,2,0,309.28
2024-10,2024,10,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,698,698,0,6,0,309.28
2024-11,2024,11,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,772,772,0,10,0,309.28
2024-12,2024,12,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,806,775,31,9,0,309.28
2025-01,2025,1,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,820,820,0,10,0,309.28
2025-02,2025,2,Windshield Wiper Set,Exterior,seasonal_winter,Phoenix West,Southwest,hot,807,807,0,4,0,309.28
2021-01,2021,1,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1017,1005,12,22,0,190.8
2021-02,2021,2,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1010,1010,0,27,0,190.8
2021-03,2021,3,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,936,936,0,16,0,190.8
2021-04,2021,4,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,623,604,19,9,0,190.8
2021-05,2021,5,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,393,393,0,8,0,190.8
2021-06,2021,6,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,196,196,0,4,0,190.8
2021-07,2021,7,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,152,152,0,4,0,190.8
2021-08,2021,8,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,219,214,5,3,0,190.8
2021-09,2021,9,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,432,432,0,12,0,190.8
2021-10,2021,10,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,654,654,0,17,0,190.8
2021-11,2021,11,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,966,962,4,21,0,190.8
2021-12,2021,12,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1004,1004,0,22,0,190.8
2022-01,2022,1,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1082,1082,0,27,0,190.8
2022-02,2022,2,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1154,1154,0,41,0,190.8
2022-03,2022,3,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,909,909,0,19,0,190.8
2022-04,2022,4,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,645,638,7,12,0,190.8
2022-05,2022,5,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,446,446,0,10,0,190.8
2022-06,2022,6,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,204,204,0,3,0,190.8
2022-07,2022,7,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,151,151,0,1,0,190.8
2022-08,2022,8,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,218,218,0,9,0,190.8
2022-09,2022,9,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,387,387,0,7,0,190.8
2022-10,2022,10,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,587,587,0,13,0,190.8
2022-11,2022,11,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,990,990,0,16,0,190.8
2022-12,2022,12,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1105,1105,0,28,0,190.8
2023-01,2023,1,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1136,1136,0,25,0,190.8
2023-02,2023,2,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1013,992,21,18,0,190.8
2023-03,2023,3,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,887,887,0,17,0,190.8
2023-04,2023,4,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,620,603,17,14,0,190.8
2023-05,2023,5,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,385,385,0,12,0,190.8
2023-06,2023,6,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,224,224,0,2,0,190.8
2023-07,2023,7,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,158,158,0,2,0,190.8
2023-08,2023,8,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,203,199,4,7,0,190.8
2023-09,2023,9,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,361,361,0,10,0,190.8
2023-10,2023,10,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,658,658,0,20,0,190.8
2023-11,2023,11,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,970,970,0,17,0,190.8
2023-12,2023,12,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1084,1084,0,26,0,190.8
2024-01,2024,1,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1078,1078,0,20,0,190.8
2024-02,2024,2,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1103,1103,0,22,0,190.8
2024-03,2024,3,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,873,873,0,20,0,190.8
2024-04,2024,4,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,639,639,0,13,0,190.8
2024-05,2024,5,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,409,409,0,9,0,190.8
2024-06,2024,6,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,223,223,0,4,0,190.8
2024-07,2024,7,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,154,154,0,5,0,190.8
2024-08,2024,8,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,202,200,2,3,0,190.8
2024-09,2024,9,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,421,421,0,5,0,190.8
2024-10,2024,10,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,640,640,0,17,0,190.8
2024-11,2024,11,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,867,852,15,25,0,190.8
2024-12,2024,12,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1080,1051,29,28,0,190.8
2025-01,2025,1,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,1195,1195,0,26,0,190.8
2025-02,2025,2,Windshield Wiper Set,Exterior,seasonal_winter,Denver Central,Mountain,cold,976,976,0,21,0,190.8
2021-01,2021,1,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,1077,1077,0,21,0,184.1
2021-02,2021,2,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,1134,1134,0,27,0,184.1
2021-03,2021,3,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,925,925,0,25,0,184.1
2021-04,2021,4,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,776,776,0,16,0,184.1
2021-05,2021,5,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,546,546,0,16,0,184.1
2021-06,2021,6,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,371,371,0,7,0,184.1
2021-07,2021,7,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,299,293,6,6,0,184.1
2021-08,2021,8,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,382,382,0,12,0,184.1
2021-09,2021,9,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,520,520,0,13,0,184.1
2021-10,2021,10,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,743,743,0,17,0,184.1
2021-11,2021,11,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,913,900,13,15,0,184.1
2021-12,2021,12,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,1184,1184,0,18,0,184.1
2022-01,2022,1,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,1167,1167,0,29,0,184.1
2022-02,2022,2,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,1101,1101,0,23,0,184.1
2022-03,2022,3,Windshield Wiper Set,Exterior,seasonal_winter,Seattle Pacific,Northwest,wet,923,923,0,14,0,184.1
